model,price,depreciation,registration_date,manufactured_year,mileage,road_tax,transmission,deregistration_value,omv,coe,arf,engine_cap,power,curb_weight,types,status,posted_date,updated_date,maker
Mercedes-Benz A-Class Saloon A35 AMG 4MATIC,208800,24730,2020-09-18,2019,25000,1202,Auto,64560,41743,36000,50441,1991,225,1570,Luxury Sedan,AVAIL,2023-04-15,2023-04-15,MERCEDES-BENZ
BMW X3 Mild Hybrid xDrive20i M-Sport,214215,22119,2022-10-12,2022,65395,1210,Auto,139761,49345,113299,61083,1998,138,1800,SUV,SOLD,2023-04-10,2023-04-15,BMW
Lamborghini Gallardo LP550-2 (COE till 09/2030),310000,41550,2010-10-23,2010,30000,7584,Auto,26053,200962,34935,200962,5204,405,1500,Sports Car,AVAIL,2023-04-10,2023-04-10,LAMBORGHINI
Toyota Corolla Altis 1.6A Elegance,40107,14520,2014-07-25,2014,130541,742,Auto,17565,18761,61990,13761,1598,90,1205,Mid-Sized Sedan,SOLD,2023-04-04,2023-04-11,TOYOTA
Maserati GranTurismo S 4.7A (COE till 03/2031),240000,30320,2011-03-16,2010,61000,6539,Auto,37743,113249,47701,113249,4691,323,1955,Sports Car,AVAIL,2023-04-04,2023-04-14,MASERATI
Toyota Wish 1.8A (COE till 04/2029),69800,11640,2009-04-14,2009,111000,1361,Auto,21227,18662,35411,18662,1794,97,1310,MPV,AVAIL,2023-04-16,2023-04-16,TOYOTA
BMW 4 Series 420i Gran Coupe,187730,23647,2019-05-29,2019,37321,1210,Auto,69115,46386,42564,56941,1998,135,1540,Luxury Sedan,SOLD,2023-03-24,2023-04-04,BMW
Toyota C-HR 1.2A Turbo Active,82800,13720,2018-04-23,2018,71504,508,Auto,39500,25647,37000,27906,1197,85,1385,Mid-Sized Sedan,AVAIL,2023-04-15,2023-04-15,TOYOTA
Mercedes-Benz B-Class B200 Chrome (New 5-yr COE),72800,14540,2013-10-25,2013,89000,740,Auto,34422,25714,47546,18000,1595,115,1425,Hatchback,AVAIL,2023-04-07,2023-04-12,MERCEDES-BENZ
Toyota Wish 1.8A X (COE till 02/2025),27800,15330,2010-02-08,2009,133676,1364,Auto,6905,22615,19036,22615,1797,106,1340,MPV,AVAIL,2023-04-13,2023-04-13,TOYOTA
Mercedes-Benz C-Class C180K (COE till 01/2032),94777,10770,2012-03-14,2012,117744,890,Auto,47540,30319,54039,30319,1597,115,1500,Luxury Sedan,AVAIL,2023-04-17,2023-04-17,MERCEDES-BENZ
Honda Shuttle Hybrid 1.5A,69000,16050,2017-06-08,2017,57148,682,Auto,26023,22161,54406,5000,1496,101,1190,Stationwagon,AVAIL,2023-04-01,2023-04-17,HONDA
Toyota Aqua Hybrid 1.5A X-Urban,96078,15893,2016-04-12,2015,47236,682,Auto,36993,19542,56001,5000,1496,73,1090,Hatchback,SOLD,2023-04-01,2023-04-02,TOYOTA
Bentley Continental GT 4.0A V8,429944,69390,2017-05-30,2015,34944,3940,Auto,224683,175777,55414,288399,3993,373,2295,Sports Car,AVAIL,2023-04-12,2023-04-12,BENTLEY
Honda Fit 1.3A GF,76761,11429,2019-11-08,2019,59348,578,Auto,25267,15592,32309,5592,1317,73,1030,Hatchback,SOLD,2023-03-27,2023-04-14,HONDA
Honda Shuttle 1.5A G,64800,14320,2017-06-29,2016,80000,682,Auto,24475,19284,42801,9284,1496,97,1130,Stationwagon,AVAIL,2023-04-15,2023-04-17,HONDA
BMW X3 sDrive20i Sunroof,109800,22400,2017-03-31,2016,111000,1210,Auto,48928,36045,54501,42463,1997,135,1680,SUV,AVAIL,2023-03-28,2023-04-17,BMW
Toyota Estima 2.4A Aeras G (COE till 11/2027),65800,14230,2008-01-21,2007,158486,2457,Auto,23201,29254,50168,32180,2362,125,1750,MPV,AVAIL,2023-04-16,2023-04-17,TOYOTA
Volvo S60 T2,75800,14070,2017-11-16,2017,92000,684,Auto,34913,25458,41617,22642,1498,90,1558,Luxury Sedan,AVAIL,2023-04-08,2023-04-12,VOLVO
Rolls-Royce Phantom (COE till 09/2030),490000,65680,2010-10-29,2010,37000,10725,Auto,26053,494622,34935,494622,6749,338,2550,Luxury Sedan,AVAIL,2023-04-06,2023-04-06,ROLLS-ROYCE
Mercedes-Benz S-Class S350d L AMG Line Premium,409800,40880,2021-06-17,2021,29000,3268,Auto,158129,99764,62000,151576,2925,210,2040,Luxury Sedan,AVAIL,2023-04-05,2023-04-05,MERCEDES-BENZ
Nissan Note e-POWER Hybrid 1.2A Premium,102800,12130,2021-06-18,2021,35618,714,Auto,45141,21662,48510,7327,1198,85,1220,Hatchback,AVAIL,2023-04-13,2023-04-17,NISSAN
BMW X3 sDrive20i Sunroof,109982,21701,2017-04-28,2016,102228,1210,Auto,49547,36045,54406,42463,1997,135,1680,SUV,SOLD,2023-03-29,2023-03-31,BMW
Toyota Alphard 2.5A X,154800,31280,2017-07-26,2017,81500,1792,Auto,50934,35881,50001,42234,2493,134,1920,MPV,AVAIL,2023-04-14,2023-04-14,TOYOTA
Mercedes-Benz S-Class S63L AMG Executive,505115,60169,2020-09-18,2018,26319,3922,Auto,170420,124880,38110,196784,3982,450,2045,Sports Car,AVAIL,2023-04-11,2023-04-12,MERCEDES-BENZ
Austin Healey Sprite (COE till 02/2032),62000,7000,2022-02-22,1969,30122,280,Auto,9243,5237,5667,5237,1275,49,714,Others,AVAIL,2023-04-13,2023-04-15,AUSTIN
Toyota Corolla Altis 1.6A Standard,79800,13900,2018-04-27,2018,64980,742,Auto,33322,19741,36810,19741,1598,96,1230,Mid-Sized Sedan,AVAIL,2023-04-14,2023-04-14,TOYOTA
Volkswagen Golf R 5DR (COE till 10/2031),123800,14490,2012-01-18,2011,175000,1433,Auto,51755,39148,60586,39148,1984,188,1466,Sports Car,AVAIL,2023-04-02,2023-04-02,VOLKSWAGEN
Jaguar F-PACE 2.0A R-Sport,163800,23860,2018-07-27,2018,41234,1210,Auto,73059,57575,31001,75635,1997,184,1781,SUV,AVAIL,2023-03-30,2023-03-30,JAGUAR
Nissan Note e-POWER Hybrid 1.2A Premium,102800,12320,2021-04-30,2021,36887,714,Auto,39376,21779,41996,7491,1198,85,1220,Hatchback,AVAIL,2023-04-16,2023-04-16,NISSAN
Honda Civic 1.6A VTi,77800,14370,2018-01-10,2017,55000,742,Auto,33974,19536,42902,19536,1597,92,1249,Mid-Sized Sedan,AVAIL,2023-04-12,2023-04-17,HONDA
Honda Jazz 1.3A,76956,12421,2018-08-14,2018,56783,578,Auto,19633,15937,25000,5937,1318,73,1052,Hatchback,SOLD,2023-04-01,2023-04-01,HONDA
Mazda 3 1.5A Sunroof,78800,12790,2018-11-20,2018,96636,682,Auto,26625,14466,28199,14466,1496,88,1310,Mid-Sized Sedan,AVAIL,2023-04-07,2023-04-07,MAZDA
BMW X5 M,365800,34270,2022-04-14,2019,33500,4568,Auto,163474,88096,98389,133812,4395,423,2390,SUV,AVAIL,2023-04-08,2023-04-08,BMW
Honda N-Van Turbo Style Fun Honda Sensing,85000,8910,2022-10-28,2022,60,559,Auto,47254,16473,49548,824,658,76,920,Van,AVAIL,2023-04-15,2023-04-15,HONDA
Mercedes-Benz SLK-Class SLK280 (COE till 06/2026),107873,16643,2006-09-01,2006,115948,3573,Auto,43504,55954,48479,61550,2997,170,1385,Sports Car,SOLD,2023-04-04,2023-04-12,MERCEDES-BENZ
Honda Jazz 1.5A,87800,13120,2019-05-02,2019,67000,684,Auto,28617,16971,26301,16971,1498,96,1088,Hatchback,AVAIL,2023-04-11,2023-04-11,HONDA
Mercedes-Benz 190SL (COE till 02/2032),67051,12489,2022-02-15,1960,74511,280,Auto,6581,16136,8059,16136,1897,90,1160,Sports Car,AVAIL,2023-03-29,2023-04-12,MERCEDES-BENZ
Peugeot 3008 Diesel 1.6A e-HDi ETG,60568,12489,2015-11-26,2015,93009,1144,Auto,17548,21193,59200,11671,1560,84,1423,SUV,SOLD,2023-04-09,2023-04-15,PEUGEOT
Hyundai i30 1.4A T-GDi DCT Turbo,86800,13850,2018-11-21,2018,90000,600,Auto,31982,18535,32302,18535,1353,103,1240,Hatchback,AVAIL,2023-04-05,2023-04-07,HYUNDAI
Lexus ES250 Executive Sunroof,136673,22989,2020-01-14,2019,50146,1784,Auto,53967,40126,37900,48177,2487,152,1620,Luxury Sedan,SOLD,2023-03-25,2023-04-06,LEXUS
Toyota Voxy Hybrid 1.8A V,158800,23850,2019-04-26,2018,41000,974,Auto,51469,34333,48000,30067,1797,100,1630,MPV,AVAIL,2023-03-30,2023-04-04,TOYOTA
Mercedes-Benz CLA-Class CLA180 AMG Line Sunroof,59800,19440,2015-08-11,2015,110000,740,Auto,32976,30353,66000,29495,1595,90,1430,Luxury Sedan,AVAIL,2023-03-31,2023-04-17,MERCEDES-BENZ
Honda HR-V 1.5A LX,81500,13970,2018-05-09,2017,43658,682,Auto,34854,21077,37000,21508,1496,96,1190,SUV,AVAIL,2023-04-12,2023-04-12,HONDA
Mercedes-Benz S-Class S320L,186800,28450,2017-06-29,2017,117000,2382,Auto,116457,90326,53001,134587,2996,200,1940,Luxury Sedan,AVAIL,2023-03-27,2023-04-05,MERCEDES-BENZ
Subaru Impreza 4D 1.6i-S,75577,12964,2017-06-22,2017,59587,744,Auto,26576,13646,45201,13646,1600,84,1449,Mid-Sized Sedan,SOLD,2023-03-31,2023-04-08,SUBARU
BMW 3 Series 328i (COE till 10/2031),129269,15182,2012-11-01,2012,146825,1331,Auto,50256,42051,60586,42051,1997,180,1455,Luxury Sedan,SOLD,2023-04-01,2023-04-06,BMW
BMW M440i Gran Coupe Mild Hybrid xDrive,398888,36380,2022-10-12,2021,3000,2384,Auto,164207,75051,113000,107092,2998,278,1825,Sports Car,AVAIL,2023-04-13,2023-04-13,BMW
Audi A3 Sportback 1.0A TFSI S-tronic,96969,13700,2019-07-23,2019,66000,392,Auto,33338,21551,26667,22172,999,85,1275,Hatchback,AVAIL,2023-04-03,2023-04-10,AUDI
Audi Q5 2.0A TFSI Quattro S-tronic Sport Panoramic Roof,128800,23070,2017-08-22,2017,50000,1194,Auto,63227,46417,53711,56984,1984,185,1795,SUV,AVAIL,2023-04-12,2023-04-12,AUDI
Mazda 3 1.6A SP (COE till 02/2029),60800,10350,2009-03-03,2008,81294,1113,Auto,15105,14962,25727,7557,1598,79,1235,Mid-Sized Sedan,AVAIL,2023-04-09,2023-04-09,MAZDA
Mercedes-Benz GLC-Class GLC300e Coupe Plug-In Hybrid 4MATIC,319888,30770,2022-05-11,2022,12000,1202,Auto,131584,60831,77700,81496,1991,245,2030,SUV,AVAIL,2023-03-25,2023-03-25,MERCEDES-BENZ
Toyota Pixis Turbo,89800,9020,2023-03-30,2022,5649,553,Auto,42735,15931,42923,797,658,72,940,Van,AVAIL,2023-04-16,2023-04-16,TOYOTA
Honda Vezel 1.5A X,60672,13854,2016-03-22,2015,78174,682,Auto,23190,19063,43000,9063,1496,96,1190,SUV,SOLD,2023-03-30,2023-03-30,HONDA
Nissan X-Trail 2.0A 7-Seater Sunroof,59800,18010,2015-12-28,2015,130000,1210,Auto,28942,21714,57501,22400,1997,106,1626,SUV,AVAIL,2023-04-06,2023-04-11,NISSAN
Mazda 6 2.0A,69800,14190,2017-06-29,2017,98389,1210,Auto,37135,20299,54616,20419,1998,121,1472,Luxury Sedan,AVAIL,2023-04-15,2023-04-17,MAZDA
SEAT Arona 1.0A EcoTSI Style,104800,11940,2021-11-10,2021,67000,392,Auto,49763,19839,53709,5000,999,85,1210,SUV,AVAIL,2023-03-28,2023-03-28,SEAT
Mercedes-Benz GLC-Class GLC200,157800,23910,2018-10-23,2018,66000,1202,Auto,56364,42569,32001,51597,1991,135,1705,SUV,AVAIL,2023-04-17,2023-04-17,MERCEDES-BENZ
Skoda Octavia 2.0A TSI RS,134800,17470,2020-02-27,2019,65000,1194,Auto,44836,26909,32889,29673,1984,180,1577,Mid-Sized Sedan,AVAIL,2023-04-07,2023-04-07,SKODA
Audi S5 Coupe 4.2A FSI Quattro (COE till 09/2029),101800,15840,2009-09-19,2009,58000,5888,Auto,24386,65205,37941,65205,4163,260,1750,Sports Car,AVAIL,2023-04-13,2023-04-13,AUDI
Honda Vezel 1.5A G,135800,13930,2022-11-10,2022,4000,682,Auto,87233,19884,87235,5000,1496,87,1206,SUV,AVAIL,2023-04-02,2023-04-08,HONDA
Porsche Macan S 3.0A PDK,229800,37670,2018-01-19,2017,88000,2382,Auto,92271,71692,47390,101046,2997,250,1940,SUV,AVAIL,2023-04-15,2023-04-15,PORSCHE
Hyundai Tucson 1.6A GLS T-GDi DCT Turbo,66746,15514,2017-12-21,2017,102218,738,Auto,31580,18425,53711,18425,1591,130,1594,SUV,SOLD,2023-03-24,2023-04-03,HYUNDAI
Citroen C4 Cactus 1.2A PureTech,82800,12440,2019-03-22,2018,48682,508,Auto,29133,18037,26309,18037,1199,81,1050,SUV,AVAIL,2023-04-16,2023-04-17,CITROEN
Audi A4 2.0A TFSI S-tronic,128800,17360,2019-07-31,2019,68000,1194,Auto,50779,33717,36901,39204,1984,140,1480,Luxury Sedan,SOLD,2023-03-24,2023-03-25,AUDI
Nissan Qashqai 1.2A DIG-T Premium,61800,13900,2017-03-31,2016,72000,508,Auto,29000,18725,50789,13725,1197,85,1285,SUV,AVAIL,2023-04-14,2023-04-17,NISSAN
Audi A6 2.0A TFSI MU (COE till 05/2023),66187,14730,2008-05-26,2008,110970,1791,Auto,5747,44203,19356,44203,1984,125,1550,Luxury Sedan,SOLD,2023-04-10,2023-04-14,AUDI
Porsche 718 Cayman 2.0A PDK (COE till 06/2032),318800,34540,2022-06-23,2019,20500,1200,Auto,92531,49019,100697,60627,1988,220,1390,Sports Car,AVAIL,2023-04-14,2023-04-14,PORSCHE
Volkswagen Scirocco 1.4A TSI (COE till 06/2025),22577,14331,2010-06-17,2010,128547,806,Auto,5187,24394,16438,24394,1390,118,1285,Sports Car,SOLD,2023-04-09,2023-04-10,VOLKSWAGEN
Hummer H3 3.7A (COE till 03/2029),99800,16750,2009-07-17,2008,96000,4771,Auto,19675,29208,33018,29208,3653,180,2231,SUV,AVAIL,2023-04-13,2023-04-13,HUMMER
Toyota Rush 1.5A X (COE till 10/2028),67386,10572,2008-12-03,2008,125016,1023,Auto,23356,16656,30284,16656,1495,80,1150,SUV,SOLD,2023-03-28,2023-04-02,TOYOTA
Toyota Sienta Hybrid 1.5A G,118805,16320,2019-12-06,2019,38946,682,Auto,37516,27717,33009,20804,1496,73,1380,MPV,AVAIL,2023-03-27,2023-04-17,TOYOTA
Porsche 718 Boxster 2.0A PDK,268800,47570,2017-12-13,2017,34300,1200,Auto,92650,68025,57000,94445,1988,220,1365,Sports Car,AVAIL,2023-03-31,2023-04-17,PORSCHE
Toyota Hiace 2.0A DX,93888,9470,2023-03-13,2022,28,651,Auto,60947,21973,61520,1099,1998,84,1660,Van,AVAIL,2023-04-12,2023-04-12,TOYOTA
Mazda 3 HB 1.5A Deluxe Sunroof,83158,12284,2018-08-31,2018,95563,682,Auto,28519,18342,32311,18342,1496,88,1329,Hatchback,SOLD,2023-03-24,2023-04-03,MAZDA
Mercedes-Benz C-Class C200 Mild Hybrid Avantgarde,152800,19850,2019-08-20,2018,81072,684,Auto,61888,44109,34000,53753,1497,145,1530,Luxury Sedan,AVAIL,2023-04-15,2023-04-15,MERCEDES-BENZ
Kia Cerato Forte Koup 1.6M SX Sunroof (COE till 03/2025),20243,11568,2010-03-17,2010,140093,1033,Manual,5656,14154,16604,14154,1591,93,1207,Sports Car,SOLD,2023-04-03,2023-04-14,KIA
Mercedes-Benz GLC-Class GLC250 AMG Line 4MATIC,203904,23043,2019-08-22,2018,57251,1202,Auto,71446,49437,40002,61212,1991,155,1735,SUV,AVAIL,2023-04-05,2023-04-12,MERCEDES-BENZ
Audi A3 Sportback 1.4A TFSI S-tronic Attraction,59800,16310,2016-06-22,2016,88000,624,Auto,27371,24167,53694,15834,1395,92,1300,Hatchback,AVAIL,2023-04-14,2023-04-14,AUDI
Audi A4 1.8A TFSI MU Attraction,61100,18240,2015-11-13,2015,91000,976,Auto,31749,29472,57501,28261,1798,125,1545,Luxury Sedan,AVAIL,2023-04-10,2023-04-16,AUDI
Renault Megane Sedan 1.2A Privilege TCe,62998,12260,2017-10-27,2017,121094,508,Auto,30963,19990,45201,14990,1197,97,1315,Mid-Sized Sedan,AVAIL,2023-04-14,2023-04-14,RENAULT
Honda Shuttle 1.5A G Honda Sensing,115800,12450,2022-04-20,2019,13000,682,Auto,69860,21535,71556,7149,1496,95,1130,Stationwagon,AVAIL,2023-04-15,2023-04-17,HONDA
Citroen C3 Aircross 1.2A PureTech Shine,66800,11500,2018-03-28,2017,78000,508,Auto,32091,19825,36810,19825,1199,81,1203,SUV,AVAIL,2023-04-14,2023-04-14,CITROEN
BMW X1 sDrive18i,122800,18050,2018-12-21,2018,74855,684,Auto,47975,34636,31001,40491,1499,103,1430,SUV,AVAIL,2023-04-06,2023-04-06,BMW
Porsche Boxster S 3.4A Design Edition 2 (COE till 02/2030),132800,19480,2010-02-08,2008,86000,4189,Auto,25940,93792,38071,93792,3387,223,1470,Sports Car,AVAIL,2023-04-11,2023-04-13,PORSCHE
Proton Savvy 1.2M (COE till 12/2023),4900,7180,2008-12-23,2008,152489,720,Auto,1873,7625,13786,10,1149,55,953,Hatchback,AVAIL,2023-04-03,2023-04-14,PROTON
Toyota Wish 1.8A X (COE till 11/2029),78800,11890,2009-12-01,2009,111000,1364,Auto,25932,22078,39129,22078,1797,106,1340,MPV,AVAIL,2023-04-15,2023-04-16,TOYOTA
Toyota Vellfire 2.5A X Moonroof,165800,28920,2018-05-07,2017,57000,1792,Auto,48154,33604,37330,39046,2493,134,1940,MPV,AVAIL,2023-04-12,2023-04-12,TOYOTA
Fiat Fiorino Cargo 1.3MTA Multijet Glaze,57800,7280,2021-03-23,2020,39000,547,Auto,32518,15595,40999,780,1248,71,1200,Van,AVAIL,2023-04-08,2023-04-08,FIAT
Toyota Premio 1.5A F (COE till 06/2028),67932,12198,2008-12-18,2008,81369,1023,Auto,27690,14789,38214,14789,1496,81,1200,Mid-Sized Sedan,AVAIL,2023-03-26,2023-03-29,TOYOTA
Volkswagen Touran 1.4A TSI Comfortline EQP Sunroof,79800,17130,2017-03-23,2016,85980,624,Auto,37126,27072,53300,24901,1395,110,1288,MPV,AVAIL,2023-03-31,2023-04-08,VOLKSWAGEN
Nissan X-Trail 2.0A 7-Seater Sunroof,55238,15700,2016-02-05,2015,88828,1210,Auto,30566,21714,61103,22400,1997,106,1626,SUV,AVAIL,2023-04-06,2023-04-16,NISSAN
Volvo S80 T5,66800,16010,2016-08-02,2016,105000,1176,Auto,36771,25841,56089,28178,1969,180,1672,Luxury Sedan,AVAIL,2023-03-31,2023-03-31,VOLVO
Honda HR-V 1.5A DX,83800,13690,2018-09-11,2018,56000,682,Auto,31996,19612,31997,19612,1496,96,1191,SUV,AVAIL,2023-04-12,2023-04-12,HONDA
Land Rover Defender 90,288000,28290,2022-02-28,2021,1841,1210,Auto,128941,56673,82801,74012,1997,221,2162,SUV,AVAIL,2023-04-06,2023-04-11,LAND-ROVER
Kia Cerato Forte 1.6A SX (COE till 09/2024),10085,11341,2009-10-16,2009,155407,1033,Auto,2562,13969,14743,13969,1591,93,1251,Mid-Sized Sedan,AVAIL,2023-04-16,2023-04-16,KIA
Mercedes-Benz E-Class E250 CGI Cabriolet (COE till 05/2031),118000,14520,2011-06-20,2011,125000,1169,Auto,40386,61284,49716,61284,1796,150,1695,Sports Car,AVAIL,2023-03-25,2023-04-06,MERCEDES-BENZ
Honda Vezel 1.5A X,87516,13002,2018-06-12,2017,59211,682,Auto,32026,22249,38700,13149,1496,96,1190,SUV,SOLD,2023-04-03,2023-04-03,HONDA
Nissan Sylphy 1.6A,99803,12390,2020-09-02,2020,31369,742,Auto,38927,16773,35710,16773,1598,85,1205,Mid-Sized Sedan,AVAIL,2023-03-28,2023-04-15,NISSAN
Mitsubishi Attrage 1.2A,37900,12920,2016-01-12,2015,103000,506,Auto,17862,12724,54301,5000,1193,57,940,Mid-Sized Sedan,AVAIL,2023-04-09,2023-04-17,MITSUBISHI
Volkswagen Jetta 1.4A TSI,24900,15090,2014-08-27,2014,126714,620,Auto,13565,18703,64600,8703,1390,90,1417,Mid-Sized Sedan,AVAIL,2023-04-05,2023-04-15,VOLKSWAGEN
Mercedes-Benz GLC-Class GLC250 4MATIC,160800,26060,2018-05-31,2018,60000,1202,Auto,60931,44724,39000,54614,1991,155,1735,SUV,SOLD,2023-03-29,2023-04-04,MERCEDES-BENZ
BMW X1 sDrive18i,117800,18000,2018-09-24,2018,87555,684,Auto,47155,34049,32001,39669,1499,103,1430,SUV,AVAIL,2023-04-05,2023-04-17,BMW
Mercedes-Benz EQC400 Electric AMG Line 4MATIC Premium Plus,428988,39920,2022-12-01,2022,55,2984,Auto,177965,83713,115388,89169,3176,310,2495,Mid-Sized Sedan,AVAIL,2023-04-12,2023-04-12,MERCEDES-BENZ
Honda Civic 1.5A VTEC Turbo,142888,14750,2022-01-12,2021,7000,684,Auto,72571,25947,58801,28326,1498,95,1284,Mid-Sized Sedan,SOLD,2023-04-08,2023-04-09,HONDA
Kia Stonic 1.0A EX,75988,12320,2019-02-28,2018,81000,392,Auto,20674,17274,25920,7274,998,89,1185,SUV,AVAIL,2023-04-15,2023-04-17,KIA
Mitsubishi Lancer 1.6M (COE till 10/2025),81757,13998,2005-10-25,2005,75949,1101,Manual,32003,12072,56798,13280,1584,79,1337,Mid-Sized Sedan,SOLD,2023-04-04,2023-04-15,MITSUBISHI
Mercedes-Benz A-Class A250 Sport,33800,30510,2013-11-12,2013,105000,1202,Auto,16413,32732,50207,32825,1991,155,1465,Hatchback,AVAIL,2023-03-30,2023-04-16,MERCEDES-BENZ
Honda Vezel 1.5A X,94452,14334,2020-09-15,2019,43064,682,Auto,33346,23337,37766,14672,1496,96,1190,SUV,SOLD,2023-04-01,2023-04-06,HONDA
Ferrari FF (COE till 09/2032),538000,56850,2012-10-09,2012,57000,8237,Auto,101490,397996,107249,397996,6262,486,1880,Sports Car,AVAIL,2023-04-17,2023-04-17,FERRARI
Mercedes-Benz GLA-Class GLA180 Urban Edition,92729,14449,2020-09-24,2019,78593,740,Auto,41420,25600,38504,27840,1595,90,1435,SUV,AVAIL,2023-04-01,2023-04-11,MERCEDES-BENZ
Fiat 500 1.4M Lounge Sunroof (COE till 10/2031),90888,10720,2011-10-07,2011,129000,730,Manual,39389,15504,46482,15504,1368,66,930,Hatchback,AVAIL,2023-04-08,2023-04-08,FIAT
Mercedes-Benz C-Class C180K (COE till 03/2028),118083,20780,2008-03-18,2007,50265,1461,Auto,46453,36768,44998,40445,1796,115,1485,Luxury Sedan,SOLD,2023-04-02,2023-04-03,MERCEDES-BENZ
Audi RS 6 Avant 4.0A TFSI Quattro (New 10-yr COE),380000,37970,2013-12-18,2013,120000,3940,Auto,125053,99747,73724,151545,3993,412,2010,Stationwagon,AVAIL,2023-04-16,2023-04-16,AUDI
Mitsubishi Outlander 2.0A,108220,16021,2019-10-14,2019,55922,1210,Auto,38071,23812,37000,25337,1998,110,1480,SUV,SOLD,2023-04-06,2023-04-06,MITSUBISHI
BMW 1 Series 116d,81500,15860,2017-12-26,2017,66000,1082,Auto,29778,26538,42339,14154,1496,85,1350,Hatchback,AVAIL,2023-04-14,2023-04-14,BMW
Audi Q5 2.0A TFSI Quattro,43988,29690,2013-12-18,2013,98700,1194,Auto,28985,40200,58230,48280,1984,165,1830,SUV,AVAIL,2023-04-10,2023-04-10,AUDI
Toyota Corolla Altis 1.6A Standard,107888,12700,2021-01-04,2020,44865,742,Auto,44428,19615,38504,19615,1598,96,1315,Mid-Sized Sedan,AVAIL,2023-03-29,2023-03-30,TOYOTA
Mercedes-Benz C-Class C180 (New 10-yr COE),109688,10960,2013-04-17,2012,116000,740,Auto,45462,30896,50592,30255,1595,115,1485,Luxury Sedan,AVAIL,2023-04-14,2023-04-14,MERCEDES-BENZ
Toyota Vios 1.5A E (COE till 08/2028),55800,10380,2008-10-29,2008,139000,1026,Auto,18391,11834,34197,7003,1497,80,1095,Mid-Sized Sedan,AVAIL,2023-04-13,2023-04-16,TOYOTA
BYD T3 Electric,120800,12130,2023-03-31,2022,88,544,Auto,33486,23078,33633,1154,1603,81,1620,Van,AVAIL,2023-04-11,2023-04-13,BYD
Volkswagen Scirocco 1.4A TSI (COE till 12/2029),67572,11044,2010-01-07,2009,129333,868,Auto,19714,23591,31976,23591,1390,118,1285,Sports Car,SOLD,2023-03-30,2023-03-31,VOLKSWAGEN
Mercedes-Benz S-Class S400L,158999,31200,2016-01-15,2015,102000,2382,Auto,102995,96961,54920,146530,2996,245,1935,Luxury Sedan,AVAIL,2023-04-03,2023-04-15,MERCEDES-BENZ
Mercedes-Benz E-Class E200 Mild Hybrid AMG Line Premium,243800,26630,2021-04-23,2020,26000,1202,Auto,94381,48884,61190,60438,1991,155,1700,Luxury Sedan,AVAIL,2023-03-25,2023-03-25,MERCEDES-BENZ
MINI Cooper S Cabriolet 1.6A (COE till 10/2029),92800,14210,2009-10-26,2009,150000,1039,Auto,19953,37434,30574,37434,1598,128,1255,Sports Car,AVAIL,2023-04-06,2023-04-17,MINI
Maserati GranTurismo Sport 4.7A (COE till 07/2032),215888,23220,2012-09-28,2012,118378,5533,Auto,90307,113279,97176,113279,4691,338,1880,Sports Car,AVAIL,2023-04-12,2023-04-14,MASERATI
Mercedes-Benz GLC-Class GLC250 AMG Line 4MATIC Sunroof,129800,25080,2017-05-31,2016,114000,1202,Auto,59712,43502,55000,52903,1991,155,1735,SUV,AVAIL,2023-04-17,2023-04-17,MERCEDES-BENZ
Maserati Quattroporte GranLusso 3.0A Sunroof,340000,42510,2019-03-25,2017,37000,2362,Auto,154619,112760,41000,174968,2979,257,1900,Luxury Sedan,AVAIL,2023-04-13,2023-04-13,MASERATI
Honda Shuttle Hybrid 1.5A,79855,13960,2019-04-17,2018,93899,682,Auto,27642,22340,43102,13276,1496,101,1190,Stationwagon,AVAIL,2023-04-02,2023-04-03,HONDA
Mercedes-Benz C-Class C180 Avantgarde,88800,21720,2016-07-27,2016,138000,740,Auto,41273,34493,56000,35291,1595,115,1425,Luxury Sedan,SOLD,2023-03-26,2023-03-28,MERCEDES-BENZ
Honda Civic 1.6A VTi,81474,12273,2020-03-30,2020,104830,742,Auto,28482,20512,31210,20717,1597,92,1237,Mid-Sized Sedan,SOLD,2023-04-08,2023-04-12,HONDA
Mercedes-Benz GLB-Class GLB35 AMG 4MATIC 7-Seater,277888,27550,2022-04-29,2022,14000,1202,Auto,129116,47002,94889,57803,1991,225,1755,SUV,AVAIL,2023-04-15,2023-04-17,MERCEDES-BENZ
Audi A3 Cabriolet 1.4A TFSI S-tronic Attraction,93000,23570,2016-06-30,2016,68000,624,Auto,40147,34308,54301,35032,1395,92,1440,Sports Car,AVAIL,2023-04-12,2023-04-14,AUDI
Suzuki Every Turbo,64800,7900,2021-06-29,2021,43362,421,Auto,19437,15491,23704,775,658,59,900,Van,AVAIL,2023-04-05,2023-04-05,SUZUKI
BMW 2 Series 220i Coupe M-Sport Sunroof,53888,31450,2014-05-28,2014,109000,1210,Auto,28347,39857,68103,37800,1997,135,1365,Sports Car,AVAIL,2023-04-05,2023-04-12,BMW
Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,154800,26910,2017-12-08,2017,60000,1202,Auto,68423,48339,57390,59675,1991,155,1785,SUV,AVAIL,2023-04-14,2023-04-14,MERCEDES-BENZ
Citroen C4 Picasso Diesel 1.6A e-HDi,33998,12840,2015-09-02,2015,133052,1144,Auto,17842,21391,57498,6948,1560,85,1295,MPV,AVAIL,2023-04-14,2023-04-14,CITROEN
